id,x,y,diameter,neighbors,distances,angles,units,um/px
158,353.0909118652344,175.63636779785156,19.112733840942383,"[141, 149, 135, 169]",[21.8  24.25 27.84 28.79],[  51.1   162.2   104.63 -152.3 ],pixels,0.6666666666666666
159,56.21428680419922,169.2142791748047,5.050970077514648,"[160, 154, 146, 130]",[15.79 20.05 22.72 38.82],[  6.41 151.28  72.43 119.51],pixels,0.6666666666666666
160,71.90243530273438,170.97561645507812,11.805191993713379,"[159, 146, 154, 127]",[15.79 21.77 34.19 35.62],[-173.59  113.93  166.69   77.38],pixels,0.6666666666666666
161,633.0555419921875,171.1666717529297,13.667339324951172,"[143, 165, 138, 140]",[24.   24.42 26.29 43.43],[ 106.07 -177.58   59.7   146.58],pixels,0.6666666666666666
162,449.0833435058594,168.6666717529297,8.274993896484375,"[168, 147, 139, 163]",[19.75 20.21 31.63 41.42],[ -2.94 105.86  59.79  -0.92],pixels,0.6666666666666666
163,490.5,168.0,8.544203758239746,"[150, 168, 136, 139]",[16.11 21.7  33.72 37.87],[  95.34 -179.09   65.47  132.32],pixels,0.6666666666666666
164,587.0,169.0,12.806448936462402,"[165, 145, 140, 161]",[21.68 24.35 27.87 46.11],[  3.   122.56  69.41   2.69],pixels,0.6666666666666666
165,608.6538696289062,170.13461303710938,16.602230072021484,"[164, 161, 140, 143]",[21.68 24.42 27.63 29.93],[-177.      2.42  115.4    53.6 ],pixels,0.6666666666666666
166,207.1521759033203,163.4130401611328,6.358433246612549,"[156, 167, 151, 142]",[15.94 16.96 19.41 35.02],[101.92 173.17  43.13  55.33],pixels,0.6666666666666666
167,190.311767578125,165.42941284179688,11.80235767364502,"[166, 156, 152, 137]",[16.96 19.18 23.75 32.46],[ -6.83  45.06 135.31  90.35],pixels,0.6666666666666666
168,468.80767822265625,167.65383911132812,18.844017028808594,"[162, 163, 150, 139]",[19.75 21.7  26.   28.6 ],[177.06   0.91  39.06  97.65],pixels,0.6666666666666666
169,327.6014404296875,162.2536163330078,19.11903953552246,"[149, 153, 158, 131]",[20.93 28.69 28.79 41.38],[ 83.42 139.67  27.7   96.11],pixels,0.6666666666666666
170,608.525634765625,89.75640869140625,13.853249549865723,"[173, 179, 187, 178]",[21.8  23.29 27.88 40.5 ],[-159.91  -40.27 -108.2   -31.66],pixels,0.6666666666666666
171,354.375,82.5625,7.336965084075928,"[181, 180, 172, 198]",[15.1  17.16 21.09 32.74],[-123.69  -49.58  165.06  -82.76],pixels,0.6666666666666666
172,334.0,88.0,18.973865509033203,"[171, 181, 184, 180]",[21.09 21.63 24.61 36.53],[ -14.94  -56.31 -138.31  -30.43],pixels,0.6666666666666666
173,588.04736328125,82.26841735839844,12.172754287719727,"[170, 187, 188, 179]",[21.8  22.34 24.25 38.99],[  20.09  -58.21 -114.85  -11.19],pixels,0.6666666666666666
174,57.11111068725586,81.88888549804688,13.118836402893066,"[185, 186, 200, 195]",[19.8  27.5  34.57 39.73],[-124.14  -40.58  -89.33 -130.27],pixels,0.6666666666666666
175,179.5,79.66666412353516,10.138134002685547,"[176, 197, 196, 190]",[20.86 24.5  39.4  44.76],[ -2.98 -99.4  -48.85 -22.48],pixels,0.6666666666666666
176,200.3333282470703,78.58333587646484,18.93357276916504,"[175, 190, 196, 197]",[20.86 26.05 29.03 33.9 ],[ 177.02  -37.99  -79.89 -137.09],pixels,0.6666666666666666
177,742.5,71.5,11.401954650878906,"[191, 192, 178, 155]",[ 18.78  19.63  99.55 101.05],[ -63.09 -116.57 -178.27   84.04],pixels,0.6666666666666666
178,643.0,68.5,5.385364532470703,"[179, 203, 194, 170]",[17.81 24.27 28.93 40.5 ],[ 159.63  -97.83 -141.52  148.34],pixels,0.6666666666666666
179,626.2999877929688,74.69999694824219,19.16059112548828,"[178, 170, 194, 187]",[17.81 23.29 24.92 28.84],[ -20.37  139.73 -103.8  -156.67],pixels,0.6666666666666666
180,365.5,69.5,9.89969539642334,"[171, 181, 198, 172]",[17.16 19.51 20.64 36.53],[ 130.42  178.53 -109.83  149.57],pixels,0.6666666666666666
181,346.0,70.0,10.19823932647705,"[171, 180, 172, 198]",[15.1  19.51 21.63 23.51],[ 56.31  -1.47 123.69 -57.88],pixels,0.6666666666666666
182,480.0,73.0,18.439289093017578,"[202, 183, 193, 205]",[25.25 25.49 29.19 38.45],[ -87.43 -176.75  -43.61 -130.04],pixels,0.6666666666666666
183,454.5555419921875,71.55555725097656,17.645566940307617,"[182, 205, 202, 212]",[25.49 28.   35.66 45.83],[  3.25 -88.55 -41.83 -68.81],pixels,0.6666666666666666
184,315.6204833984375,71.63253021240234,17.566818237304688,"[189, 172, 199, 181]",[19.7  24.61 26.23 30.42],[-140.12   41.69  -53.38   -3.08],pixels,0.6666666666666666
185,46.0,65.5,18.68174171447754,"[174, 195, 200, 208]",[19.8  20.16 21.52 30.14],[  55.86 -136.29  -57.64  -99.18],pixels,0.6666666666666666
186,78.0,64.0,17.204851150512695,"[204, 200, 174, 185]",[21.13 26.41 27.5  32.04],[ -95.1  -140.84  139.42  177.32],pixels,0.6666666666666666
187,599.8184204101562,63.276119232177734,17.822940826416016,"[188, 173, 206, 194]",[22.17 22.34 23.91 24.19],[-172.18  121.79  -87.1   -31.88],pixels,0.6666666666666666
188,577.8544311523438,60.25949478149414,12.256935119628906,"[201, 187, 173, 206]",[19.3  22.17 24.25 31.18],[-63.39   7.82  65.15 -42.  ],pixels,0.6666666666666666
189,300.5,59.0,11.180540084838867,"[207, 184, 199, 211]",[19.   19.7  31.9  37.03],[-67.5   39.88 -15.31 -55.45],pixels,0.6666666666666666
190,220.8625030517578,62.54999923706055,17.960865020751953,"[196, 176, 213, 175]",[19.89 26.05 31.95 44.76],[-140.88  142.01 -110.78  157.52],pixels,0.6666666666666666
191,751.0,54.75,8.732324600219727,"[192, 177, 178, 203]",[ 17.3   18.78 108.87 111.78],[-177.33  116.91  172.74 -174.72],pixels,0.6666666666666666
192,733.7222290039062,53.94444274902344,6.822444438934326,"[191, 177, 178, 203]",[17.3  19.63 91.88 94.51],[   2.67   63.43  170.89 -174.24],pixels,0.6666666666666666
193,501.1363525390625,52.8636360168457,12.481613159179688,"[202, 209, 182, 212]",[20.64 24.09 29.19 38.45],[-165.73 -117.53  136.39 -141.31],pixels,0.6666666666666666
194,620.3571166992188,50.5,11.330183982849121,"[203, 206, 216, 187]",[20.26 22.29 22.64 24.19],[ -17.35 -150.12  -95.17  148.12],pixels,0.6666666666666666
195,31.428571701049805,51.57143020629883,13.235899925231934,"[208, 185, 200, 215]",[18.6  20.16 26.43 37.44],[-58.34  43.71  -9.25 -37.95],pixels,0.6666666666666666
196,205.42857360839844,50.0,12.404937744140625,"[213, 190, 214, 176]",[17.8  19.89 26.14 29.03],[ -76.69   39.12 -135.8   100.11],pixels,0.6666666666666666
197,175.5,55.5,36.35951614379883,"[175, 214, 196, 176]",[24.5  26.23 30.43 33.9 ],[ 80.6  -64.74 -10.41  42.91],pixels,0.6666666666666666
198,358.5,50.088233947753906,18.51176643371582,"[210, 180, 181, 199]",[19.5  20.64 23.51 27.24],[-101.84   70.17  122.12  178.97],pixels,0.6666666666666666
199,331.26922607421875,50.57692337036133,19.16161346435547,"[211, 181, 207, 184]",[24.14 24.38 25.21 26.23],[-113.87   52.82 -158.77  126.62],pixels,0.6666666666666666
200,57.51785659790039,47.32143020629883,14.468892097473145,"[215, 204, 208, 185]",[19.09 19.11 20.02 21.52],[ -79.64  -13.21 -144.66  122.36],pixels,0.6666666666666666
201,586.5,43.0,6.403324127197266,"[206, 188, 187, 194]",[14.97 19.3  24.26 34.68],[-13.94 116.61  56.7   12.49],pixels,0.6666666666666666
202,481.130126953125,47.77397155761719,16.134868621826172,"[209, 193, 212, 182]",[18.53 20.64 21.43 25.25],[ -61.41   14.27 -117.84   92.57],pixels,0.6666666666666666
203,639.69384765625,44.45918273925781,15.14555549621582,"[194, 178, 216, 179]",[20.26 24.27 27.01 33.07],[ 162.65   82.17 -142.33  113.89],pixels,0.6666666666666666
204,76.12025451660156,42.95569610595703,11.914017677307129,"[200, 215, 186, 208]",[19.11 20.92 21.13 35.67],[ 166.79 -136.47   84.9  -168.33],pixels,0.6666666666666666
205,455.26287841796875,43.56185531616211,17.472803115844727,"[212, 202, 183, 209]",[21.65 26.21 28.   36.77],[-42.9    9.25  91.45 -19.15],pixels,0.6666666666666666
206,601.0263061523438,39.394737243652344,12.371438980102539,"[201, 216, 194, 187]",[14.97 20.73 22.29 23.91],[166.06 -33.49  29.88  92.9 ],pixels,0.6666666666666666
207,307.770263671875,41.445945739746094,15.307198524475098,"[211, 189, 199, 184]",[18.87 19.   25.21 31.19],[-43.32 112.5   21.23  75.42],pixels,0.6666666666666666
208,41.18965530395508,35.74137878417969,7.852128028869629,"[195, 200, 215, 185]",[18.6  20.02 21.03 30.14],[121.66  35.34 -20.01  80.82],pixels,0.6666666666666666
209,490.0,31.5,5.385364532470703,"[202, 212, 193, 205]",[18.53 19.07 24.09 36.77],[ 118.59 -171.93   62.47  160.85],pixels,0.6666666666666666
210,354.5,31.0,8.544203758239746,"[217, 198, 199, 211]",[17.97 19.5  30.38 33.09],[-159.94   78.16  139.88 -175.67],pixels,0.6666666666666666
211,321.5,28.5,5.831151485443115,"[217, 207, 199, 210]",[16.53 18.87 24.14 33.09],[-12.8  136.68  66.13   4.33],pixels,0.6666666666666666
212,471.1216125488281,28.824323654174805,8.572258949279785,"[209, 202, 205, 193]",[19.07 21.43 21.65 38.45],[  8.07  62.16 137.1   38.69],pixels,0.6666666666666666
213,209.5253143310547,32.677215576171875,15.654752731323242,"[196, 214, 190, 197]",[17.8  22.85 31.95 40.97],[ 103.31 -177.75   69.22  146.15],pixels,0.6666666666666666
214,186.69117736816406,31.77941131591797,17.22158432006836,"[213, 196, 197, 190]",[22.85 26.14 26.23 45.98],[  2.25  44.2  115.26  42.  ],pixels,0.6666666666666666
215,60.9504508972168,28.545045852661133,14.866870880126953,"[200, 204, 208, 195]",[19.09 20.92 21.03 37.44],[100.36  43.53 159.99 142.05],pixels,0.6666666666666666
216,618.3181762695312,27.954545974731445,14.156943321228027,"[206, 194, 203, 201]",[20.73 22.64 27.01 35.2 ],[146.51  84.83  37.67 154.69],pixels,0.6666666666666666
217,337.6216125488281,24.83783721923828,11.367645263671875,"[211, 210, 199, 198]",[16.53 17.97 26.51 32.76],[167.2   20.06 103.86  50.41],pixels,0.6666666666666666
